task_id,baseline_start,duration_hours,labor,material,equipment,energy,testing_inspection,project_management,facility,utilities,communication,training,quality_management,overtime,delay_penalty,inventory_holding,waiting_cost,idle_resource,revenue_delay,expediting,insurance,rework,warranty,litigation,regulatory_compliance,contingency_reserve,management_reserve,transportation,ordering,packaging,reverse_logistics,customs,supplier_coordination,opportunity_cost,capital_cost,financing_cost,npv_loss,esg_cost,carbon_tax,reputation_cost,task_name,total_cost
C2012-08_492,2014-03-02T07:00:00+00:00,16.0,32640.0,0.0,110880.0,27720.0,5303.52,5462.63,3641.75,1820.88,1820.88,910.44,2731.31,0.0,3641.75,3641.75,1820.88,1820.88,2731.31,1820.88,4552.19,3641.75,2731.31,1820.88,2731.31,4552.19,3641.75,4552.19,1820.88,910.44,2731.31,1820.88,3641.75,1820.88,3641.75,3641.75,2731.31,2731.31,1820.88,1820.88,Offshore assembly of wind turbines 15,265766.45
C2012-08_493,2014-03-06T07:00:00+00:00,16.0,32640.0,0.0,110880.0,27720.0,5303.52,5462.63,3641.75,1820.88,1820.88,910.44,2731.31,0.0,3641.75,3641.75,1820.88,1820.88,2731.31,1820.88,4552.19,3641.75,2731.31,1820.88,2731.31,4552.19,3641.75,4552.19,1820.88,910.44,2731.31,1820.88,3641.75,1820.88,3641.75,3641.75,2731.31,2731.31,1820.88,1820.88,Offshore assembly of wind turbines 16,265766.45
C2012-08_494,2014-03-10T07:00:00+00:00,16.0,32640.0,0.0,110880.0,27720.0,5303.52,5462.63,3641.75,1820.88,1820.88,910.44,2731.31,0.0,3641.75,3641.75,1820.88,1820.88,2731.31,1820.88,4552.19,3641.75,2731.31,1820.88,2731.31,4552.19,3641.75,4552.19,1820.88,910.44,2731.31,1820.88,3641.75,1820.88,3641.75,3641.75,2731.31,2731.31,1820.88,1820.88,Offshore assembly of wind turbines 17,265766.45
C2012-08_495,2014-03-14T07:00:00+00:00,16.0,32640.0,0.0,110880.0,27720.0,5303.52,5462.63,3641.75,1820.88,1820.88,910.44,2731.31,0.0,3641.75,3641.75,1820.88,1820.88,2731.31,1820.88,4552.19,3641.75,2731.31,1820.88,2731.31,4552.19,3641.75,4552.19,1820.88,910.44,2731.31,1820.88,3641.75,1820.88,3641.75,3641.75,2731.31,2731.31,1820.88,1820.88,Offshore assembly of wind turbines 18,265766.45
C2012-08_496,2014-03-18T07:00:00+00:00,16.0,32640.0,0.0,110880.0,27720.0,5303.52,5462.63,3641.75,1820.88,1820.88,910.44,2731.31,0.0,3641.75,3641.75,1820.88,1820.88,2731.31,1820.88,4552.19,3641.75,2731.31,1820.88,2731.31,4552.19,3641.75,4552.19,1820.88,910.44,2731.31,1820.88,3641.75,1820.88,3641.75,3641.75,2731.31,2731.31,1820.88,1820.88,Offshore assembly of wind turbines 19,265766.45
C2012-08_497,2014-03-22T07:00:00+00:00,16.0,32640.0,0.0,110880.0,27720.0,5303.52,5462.63,3641.75,1820.88,1820.88,910.44,2731.31,0.0,3641.75,3641.75,1820.88,1820.88,2731.31,1820.88,4552.19,3641.75,2731.31,1820.88,2731.31,4552.19,3641.75,4552.19,1820.88,910.44,2731.31,1820.88,3641.75,1820.88,3641.75,3641.75,2731.31,2731.31,1820.88,1820.88,Offshore assembly of wind turbines 20,265766.45
C2012-08_498,2014-03-26T07:00:00+00:00,16.0,32640.0,0.0,110880.0,27720.0,5303.52,5462.63,3641.75,1820.88,1820.88,910.44,2731.31,0.0,3641.75,3641.75,1820.88,1820.88,2731.31,1820.88,4552.19,3641.75,2731.31,1820.88,2731.31,4552.19,3641.75,4552.19,1820.88,910.44,2731.31,1820.88,3641.75,1820.88,3641.75,3641.75,2731.31,2731.31,1820.88,1820.88,Offshore assembly of wind turbines 21,265766.45
C2012-08_499,2014-03-30T07:00:00+00:00,16.0,32640.0,0.0,110880.0,27720.0,5303.52,5462.63,3641.75,1820.88,1820.88,910.44,2731.31,0.0,3641.75,3641.75,1820.88,1820.88,2731.31,1820.88,4552.19,3641.75,2731.31,1820.88,2731.31,4552.19,3641.75,4552.19,1820.88,910.44,2731.31,1820.88,3641.75,1820.88,3641.75,3641.75,2731.31,2731.31,1820.88,1820.88,Offshore assembly of wind turbines 22,265766.45
C2012-08_500,2014-04-03T07:00:00+00:00,16.0,32640.0,0.0,110880.0,27720.0,5303.52,5462.63,3641.75,1820.88,1820.88,910.44,2731.31,0.0,3641.75,3641.75,1820.88,1820.88,2731.31,1820.88,4552.19,3641.75,2731.31,1820.88,2731.31,4552.19,3641.75,4552.19,1820.88,910.44,2731.31,1820.88,3641.75,1820.88,3641.75,3641.75,2731.31,2731.31,1820.88,1820.88,Offshore assembly of wind turbines 23,265766.45
C2012-08_501,2014-04-07T07:00:00+00:00,16.0,32640.0,0.0,110880.0,27720.0,5303.52,5462.63,3641.75,1820.88,1820.88,910.44,2731.31,0.0,3641.75,3641.75,1820.88,1820.88,2731.31,1820.88,4552.19,3641.75,2731.31,1820.88,2731.31,4552.19,3641.75,4552.19,1820.88,910.44,2731.31,1820.88,3641.75,1820.88,3641.75,3641.75,2731.31,2731.31,1820.88,1820.88,Offshore assembly of wind turbines 24,265766.45
C2012-08_454,2014-01-08T06:00:00+00:00,48.0,38400.0,0.0,0.0,0.0,1175.04,1210.29,806.86,403.43,403.43,201.72,605.15,0.0,806.86,806.86,403.43,403.43,605.15,403.43,1008.58,806.86,605.15,403.43,605.15,1008.58,806.86,1008.58,403.43,201.72,605.15,403.43,806.86,403.43,806.86,806.86,605.15,605.15,403.43,403.43,Terminations of infield cables 1,59343.17
C2012-08_455,2014-01-12T07:00:00+00:00,48.0,38400.0,0.0,0.0,0.0,1175.04,1210.29,806.86,403.43,403.43,201.72,605.15,0.0,806.86,806.86,403.43,403.43,605.15,403.43,1008.58,806.86,605.15,403.43,605.15,1008.58,806.86,1008.58,403.43,201.72,605.15,403.43,806.86,403.43,806.86,806.86,605.15,605.15,403.43,403.43,Terminations of infield cables 2,59343.17
C2012-08_456,2014-01-16T07:00:00+00:00,48.0,38400.0,0.0,0.0,0.0,1175.04,1210.29,806.86,403.43,403.43,201.72,605.15,0.0,806.86,806.86,403.43,403.43,605.15,403.43,1008.58,806.86,605.15,403.43,605.15,1008.58,806.86,1008.58,403.43,201.72,605.15,403.43,806.86,403.43,806.86,806.86,605.15,605.15,403.43,403.43,Terminations of infield cables 3,59343.17
C2012-08_457,2014-01-20T07:00:00+00:00,48.0,38400.0,0.0,0.0,0.0,1175.04,1210.29,806.86,403.43,403.43,201.72,605.15,0.0,806.86,806.86,403.43,403.43,605.15,403.43,1008.58,806.86,605.15,403.43,605.15,1008.58,806.86,1008.58,403.43,201.72,605.15,403.43,806.86,403.43,806.86,806.86,605.15,605.15,403.43,403.43,Terminations of infield cables 4,59343.17
C2012-08_458,2014-01-24T07:00:00+00:00,48.0,38400.0,0.0,0.0,0.0,1175.04,1210.29,806.86,403.43,403.43,201.72,605.15,0.0,806.86,806.86,403.43,403.43,605.15,403.43,1008.58,806.86,605.15,403.43,605.15,1008.58,806.86,1008.58,403.43,201.72,605.15,403.43,806.86,403.43,806.86,806.86,605.15,605.15,403.43,403.43,Terminations of infield cables 5,59343.17
C2012-08_459,2014-01-28T07:00:00+00:00,48.0,38400.0,0.0,0.0,0.0,1175.04,1210.29,806.86,403.43,403.43,201.72,605.15,0.0,806.86,806.86,403.43,403.43,605.15,403.43,1008.58,806.86,605.15,403.43,605.15,1008.58,806.86,1008.58,403.43,201.72,605.15,403.43,806.86,403.43,806.86,806.86,605.15,605.15,403.43,403.43,Terminations of infield cables 6,59343.17
C2012-08_460,2014-02-02T07:00:00+00:00,48.0,38400.0,0.0,0.0,0.0,1175.04,1210.29,806.86,403.43,403.43,201.72,605.15,0.0,806.86,806.86,403.43,403.43,605.15,403.43,1008.58,806.86,605.15,403.43,605.15,1008.58,806.86,1008.58,403.43,201.72,605.15,403.43,806.86,403.43,806.86,806.86,605.15,605.15,403.43,403.43,Terminations of infield cables 7,59343.17
C2012-08_461,2014-02-05T07:00:00+00:00,48.0,38400.0,0.0,0.0,0.0,1175.04,1210.29,806.86,403.43,403.43,201.72,605.15,0.0,806.86,806.86,403.43,403.43,605.15,403.43,1008.58,806.86,605.15,403.43,605.15,1008.58,806.86,1008.58,403.43,201.72,605.15,403.43,806.86,403.43,806.86,806.86,605.15,605.15,403.43,403.43,Terminations of infield cables 8,59343.17
C2012-08_462,2014-02-09T07:00:00+00:00,48.0,38400.0,0.0,0.0,0.0,1175.04,1210.29,806.86,403.43,403.43,201.72,605.15,0.0,806.86,806.86,403.43,403.43,605.15,403.43,1008.58,806.86,605.15,403.43,605.15,1008.58,806.86,1008.58,403.43,201.72,605.15,403.43,806.86,403.43,806.86,806.86,605.15,605.15,403.43,403.43,Terminations of infield cables 9,59343.17
C2012-08_463,2014-02-13T07:00:00+00:00,48.0,38400.0,0.0,0.0,0.0,1175.04,1210.29,806.86,403.43,403.43,201.72,605.15,0.0,806.86,806.86,403.43,403.43,605.15,403.43,1008.58,806.86,605.15,403.43,605.15,1008.58,806.86,1008.58,403.43,201.72,605.15,403.43,806.86,403.43,806.86,806.86,605.15,605.15,403.43,403.43,Terminations of infield cables 10,59343.17
C2012-08_464,2014-02-17T07:00:00+00:00,48.0,38400.0,0.0,0.0,0.0,1175.04,1210.29,806.86,403.43,403.43,201.72,605.15,0.0,806.86,806.86,403.43,403.43,605.15,403.43,1008.58,806.86,605.15,403.43,605.15,1008.58,806.86,1008.58,403.43,201.72,605.15,403.43,806.86,403.43,806.86,806.86,605.15,605.15,403.43,403.43,Terminations of infield cables 11,59343.17
C2012-08_465,2014-02-21T07:00:00+00:00,48.0,38400.0,0.0,0.0,0.0,1175.04,1210.29,806.86,403.43,403.43,201.72,605.15,0.0,806.86,806.86,403.43,403.43,605.15,403.43,1008.58,806.86,605.15,403.43,605.15,1008.58,806.86,1008.58,403.43,201.72,605.15,403.43,806.86,403.43,806.86,806.86,605.15,605.15,403.43,403.43,Terminations of infield cables 12,59343.17
C2012-08_466,2014-02-25T07:00:00+00:00,48.0,38400.0,0.0,0.0,0.0,1175.04,1210.29,806.86,403.43,403.43,201.72,605.15,0.0,806.86,806.86,403.43,403.43,605.15,403.43,1008.58,806.86,605.15,403.43,605.15,1008.58,806.86,1008.58,403.43,201.72,605.15,403.43,806.86,403.43,806.86,806.86,605.15,605.15,403.43,403.43,Terminations of infield cables 13,59343.17
C2012-08_467,2014-03-01T07:00:00+00:00,48.0,38400.0,0.0,0.0,0.0,1175.04,1210.29,806.86,403.43,403.43,201.72,605.15,0.0,806.86,806.86,403.43,403.43,605.15,403.43,1008.58,806.86,605.15,403.43,605.15,1008.58,806.86,1008.58,403.43,201.72,605.15,403.43,806.86,403.43,806.86,806.86,605.15,605.15,403.43,403.43,Terminations of infield cables 14,59343.17
C2012-08_468,2014-03-05T07:00:00+00:00,48.0,38400.0,0.0,0.0,0.0,1175.04,1210.29,806.86,403.43,403.43,201.72,605.15,0.0,806.86,806.86,403.43,403.43,605.15,403.43,1008.58,806.86,605.15,403.43,605.15,1008.58,806.86,1008.58,403.43,201.72,605.15,403.43,806.86,403.43,806.86,806.86,605.15,605.15,403.43,403.43,Terminations of infield cables 15,59343.17
C2012-08_469,2014-03-09T07:00:00+00:00,48.0,38400.0,0.0,0.0,0.0,1175.04,1210.29,806.86,403.43,403.43,201.72,605.15,0.0,806.86,806.86,403.43,403.43,605.15,403.43,1008.58,806.86,605.15,403.43,605.15,1008.58,806.86,1008.58,403.43,201.72,605.15,403.43,806.86,403.43,806.86,806.86,605.15,605.15,403.43,403.43,Terminations of infield cables 16,59343.17
C2012-08_470,2014-03-13T07:00:00+00:00,48.0,38400.0,0.0,0.0,0.0,1175.04,1210.29,806.86,403.43,403.43,201.72,605.15,0.0,806.86,806.86,403.43,403.43,605.15,403.43,1008.58,806.86,605.15,403.43,605.15,1008.58,806.86,1008.58,403.43,201.72,605.15,403.43,806.86,403.43,806.86,806.86,605.15,605.15,403.43,403.43,Terminations of infield cables 17,59343.17
C2012-08_471,2014-03-17T07:00:00+00:00,48.0,38400.0,0.0,0.0,0.0,1175.04,1210.29,806.86,403.43,403.43,201.72,605.15,0.0,806.86,806.86,403.43,403.43,605.15,403.43,1008.58,806.86,605.15,403.43,605.15,1008.58,806.86,1008.58,403.43,201.72,605.15,403.43,806.86,403.43,806.86,806.86,605.15,605.15,403.43,403.43,Terminations of infield cables 18,59343.17
C2012-08_472,2014-03-21T07:00:00+00:00,48.0,38400.0,0.0,0.0,0.0,1175.04,1210.29,806.86,403.43,403.43,201.72,605.15,0.0,806.86,806.86,403.43,403.43,605.15,403.43,1008.58,806.86,605.15,403.43,605.15,1008.58,806.86,1008.58,403.43,201.72,605.15,403.43,806.86,403.43,806.86,806.86,605.15,605.15,403.43,403.43,Terminations of infield cables 19,59343.17
C2012-08_473,2014-03-25T07:00:00+00:00,48.0,38400.0,0.0,0.0,0.0,1175.04,1210.29,806.86,403.43,403.43,201.72,605.15,0.0,806.86,806.86,403.43,403.43,605.15,403.43,1008.58,806.86,605.15,403.43,605.15,1008.58,806.86,1008.58,403.43,201.72,605.15,403.43,806.86,403.43,806.86,806.86,605.15,605.15,403.43,403.43,Terminations of infield cables 20,59343.17
C2012-08_474,2014-03-29T07:00:00+00:00,48.0,38400.0,0.0,0.0,0.0,1175.04,1210.29,806.86,403.43,403.43,201.72,605.15,0.0,806.86,806.86,403.43,403.43,605.15,403.43,1008.58,806.86,605.15,403.43,605.15,1008.58,806.86,1008.58,403.43,201.72,605.15,403.43,806.86,403.43,806.86,806.86,605.15,605.15,403.43,403.43,Terminations of infield cables 21,59343.17
C2012-08_475,2014-04-02T07:00:00+00:00,48.0,38400.0,0.0,0.0,0.0,1175.04,1210.29,806.86,403.43,403.43,201.72,605.15,0.0,806.86,806.86,403.43,403.43,605.15,403.43,1008.58,806.86,605.15,403.43,605.15,1008.58,806.86,1008.58,403.43,201.72,605.15,403.43,806.86,403.43,806.86,806.86,605.15,605.15,403.43,403.43,Terminations of infield cables 22,59343.17
C2012-08_476,2014-04-06T07:00:00+00:00,48.0,38400.0,0.0,0.0,0.0,1175.04,1210.29,806.86,403.43,403.43,201.72,605.15,0.0,806.86,806.86,403.43,403.43,605.15,403.43,1008.58,806.86,605.15,403.43,605.15,1008.58,806.86,1008.58,403.43,201.72,605.15,403.43,806.86,403.43,806.86,806.86,605.15,605.15,403.43,403.43,Terminations of infield cables 23,59343.17
C2012-08_477,2014-04-10T07:00:00+00:00,48.0,38400.0,0.0,0.0,0.0,1175.04,1210.29,806.86,403.43,403.43,201.72,605.15,0.0,806.86,806.86,403.43,403.43,605.15,403.43,1008.58,806.86,605.15,403.43,605.15,1008.58,806.86,1008.58,403.43,201.72,605.15,403.43,806.86,403.43,806.86,806.86,605.15,605.15,403.43,403.43,Terminations of infield cables 24,59343.17
C2012-08_430,2014-01-11T06:00:00+00:00,80.0,64000.0,0.0,0.0,0.0,1958.4,2017.15,1344.77,672.38,672.38,336.19,1008.58,0.0,1344.77,1344.77,672.38,672.38,1008.58,672.38,1680.96,1344.77,1008.58,672.38,1008.58,1680.96,1344.77,1680.96,672.38,336.19,1008.58,672.38,1344.77,672.38,1344.77,1344.77,1008.58,1008.58,672.38,672.38,Commissioning of wind turbines 1,98905.21
C2012-08_431,2014-01-16T06:00:00+00:00,80.0,64000.0,0.0,0.0,0.0,1958.4,2017.15,1344.77,672.38,672.38,336.19,1008.58,0.0,1344.77,1344.77,672.38,672.38,1008.58,672.38,1680.96,1344.77,1008.58,672.38,1008.58,1680.96,1344.77,1680.96,672.38,336.19,1008.58,672.38,1344.77,672.38,1344.77,1344.77,1008.58,1008.58,672.38,672.38,Commissioning of wind turbines 2,98905.21
C2012-08_432,2014-01-21T06:00:00+00:00,80.0,64000.0,0.0,0.0,0.0,1958.4,2017.15,1344.77,672.38,672.38,336.19,1008.58,0.0,1344.77,1344.77,672.38,672.38,1008.58,672.38,1680.96,1344.77,1008.58,672.38,1008.58,1680.96,1344.77,1680.96,672.38,336.19,1008.58,672.38,1344.77,672.38,1344.77,1344.77,1008.58,1008.58,672.38,672.38,Commissioning of wind turbines 3,98905.21
C2012-08_433,2014-01-26T06:00:00+00:00,80.0,64000.0,0.0,0.0,0.0,1958.4,2017.15,1344.77,672.38,672.38,336.19,1008.58,0.0,1344.77,1344.77,672.38,672.38,1008.58,672.38,1680.96,1344.77,1008.58,672.38,1008.58,1680.96,1344.77,1680.96,672.38,336.19,1008.58,672.38,1344.77,672.38,1344.77,1344.77,1008.58,1008.58,672.38,672.38,Commissioning of wind turbines 4,98905.21
C2012-08_434,2014-01-31T06:00:00+00:00,80.0,64000.0,0.0,0.0,0.0,1958.4,2017.15,1344.77,672.38,672.38,336.19,1008.58,0.0,1344.77,1344.77,672.38,672.38,1008.58,672.38,1680.96,1344.77,1008.58,672.38,1008.58,1680.96,1344.77,1680.96,672.38,336.19,1008.58,672.38,1344.77,672.38,1344.77,1344.77,1008.58,1008.58,672.38,672.38,Commissioning of wind turbines 5,98905.21
C2012-08_435,2014-02-05T06:00:00+00:00,80.0,64000.0,0.0,0.0,0.0,1958.4,2017.15,1344.77,672.38,672.38,336.19,1008.58,0.0,1344.77,1344.77,672.38,672.38,1008.58,672.38,1680.96,1344.77,1008.58,672.38,1008.58,1680.96,1344.77,1680.96,672.38,336.19,1008.58,672.38,1344.77,672.38,1344.77,1344.77,1008.58,1008.58,672.38,672.38,Commissioning of wind turbines 6,98905.21
C2012-08_436,2014-02-10T06:00:00+00:00,80.0,64000.0,0.0,0.0,0.0,1958.4,2017.15,1344.77,672.38,672.38,336.19,1008.58,0.0,1344.77,1344.77,672.38,672.38,1008.58,672.38,1680.96,1344.77,1008.58,672.38,1008.58,1680.96,1344.77,1680.96,672.38,336.19,1008.58,672.38,1344.77,672.38,1344.77,1344.77,1008.58,1008.58,672.38,672.38,Commissioning of wind turbines 7,98905.21
C2012-08_437,2014-02-15T06:00:00+00:00,80.0,64000.0,0.0,0.0,0.0,1958.4,2017.15,1344.77,672.38,672.38,336.19,1008.58,0.0,1344.77,1344.77,672.38,672.38,1008.58,672.38,1680.96,1344.77,1008.58,672.38,1008.58,1680.96,1344.77,1680.96,672.38,336.19,1008.58,672.38,1344.77,672.38,1344.77,1344.77,1008.58,1008.58,672.38,672.38,Commissioning of wind turbines 8,98905.21
C2012-08_438,2014-02-20T06:00:00+00:00,80.0,64000.0,0.0,0.0,0.0,1958.4,2017.15,1344.77,672.38,672.38,336.19,1008.58,0.0,1344.77,1344.77,672.38,672.38,1008.58,672.38,1680.96,1344.77,1008.58,672.38,1008.58,1680.96,1344.77,1680.96,672.38,336.19,1008.58,672.38,1344.77,672.38,1344.77,1344.77,1008.58,1008.58,672.38,672.38,Commissioning of wind turbines 9,98905.21
C2012-08_439,2014-02-25T06:00:00+00:00,80.0,64000.0,0.0,0.0,0.0,1958.4,2017.15,1344.77,672.38,672.38,336.19,1008.58,0.0,1344.77,1344.77,672.38,672.38,1008.58,672.38,1680.96,1344.77,1008.58,672.38,1008.58,1680.96,1344.77,1680.96,672.38,336.19,1008.58,672.38,1344.77,672.38,1344.77,1344.77,1008.58,1008.58,672.38,672.38,Commissioning of wind turbines 10,98905.21
C2012-08_440,2014-03-02T06:00:00+00:00,80.0,64000.0,0.0,0.0,0.0,1958.4,2017.15,1344.77,672.38,672.38,336.19,1008.58,0.0,1344.77,1344.77,672.38,672.38,1008.58,672.38,1680.96,1344.77,1008.58,672.38,1008.58,1680.96,1344.77,1680.96,672.38,336.19,1008.58,672.38,1344.77,672.38,1344.77,1344.77,1008.58,1008.58,672.38,672.38,Commissioning of wind turbines 11,98905.21
C2012-08_441,2014-03-07T06:00:00+00:00,80.0,64000.0,0.0,0.0,0.0,1958.4,2017.15,1344.77,672.38,672.38,336.19,1008.58,0.0,1344.77,1344.77,672.38,672.38,1008.58,672.38,1680.96,1344.77,1008.58,672.38,1008.58,1680.96,1344.77,1680.96,672.38,336.19,1008.58,672.38,1344.77,672.38,1344.77,1344.77,1008.58,1008.58,672.38,672.38,Commissioning of wind turbines 12,98905.21
C2012-08_442,2014-03-12T06:00:00+00:00,80.0,64000.0,0.0,0.0,0.0,1958.4,2017.15,1344.77,672.38,672.38,336.19,1008.58,0.0,1344.77,1344.77,672.38,672.38,1008.58,672.38,1680.96,1344.77,1008.58,672.38,1008.58,1680.96,1344.77,1680.96,672.38,336.19,1008.58,672.38,1344.77,672.38,1344.77,1344.77,1008.58,1008.58,672.38,672.38,Commissioning of wind turbines 13,98905.21
C2012-08_443,2014-03-17T06:00:00+00:00,80.0,64000.0,0.0,0.0,0.0,1958.4,2017.15,1344.77,672.38,672.38,336.19,1008.58,0.0,1344.77,1344.77,672.38,672.38,1008.58,672.38,1680.96,1344.77,1008.58,672.38,1008.58,1680.96,1344.77,1680.96,672.38,336.19,1008.58,672.38,1344.77,672.38,1344.77,1344.77,1008.58,1008.58,672.38,672.38,Commissioning of wind turbines 14,98905.21
C2012-08_444,2014-03-22T06:00:00+00:00,80.0,64000.0,0.0,0.0,0.0,1958.4,2017.15,1344.77,672.38,672.38,336.19,1008.58,0.0,1344.77,1344.77,672.38,672.38,1008.58,672.38,1680.96,1344.77,1008.58,672.38,1008.58,1680.96,1344.77,1680.96,672.38,336.19,1008.58,672.38,1344.77,672.38,1344.77,1344.77,1008.58,1008.58,672.38,672.38,Commissioning of wind turbines 15,98905.21
C2012-08_445,2014-03-27T06:00:00+00:00,80.0,64000.0,0.0,0.0,0.0,1958.4,2017.15,1344.77,672.38,672.38,336.19,1008.58,0.0,1344.77,1344.77,672.38,672.38,1008.58,672.38,1680.96,1344.77,1008.58,672.38,1008.58,1680.96,1344.77,1680.96,672.38,336.19,1008.58,672.38,1344.77,672.38,1344.77,1344.77,1008.58,1008.58,672.38,672.38,Commissioning of wind turbines 16,98905.21
C2012-08_446,2014-04-01T06:00:00+00:00,80.0,64000.0,0.0,0.0,0.0,1958.4,2017.15,1344.77,672.38,672.38,336.19,1008.58,0.0,1344.77,1344.77,672.38,672.38,1008.58,672.38,1680.96,1344.77,1008.58,672.38,1008.58,1680.96,1344.77,1680.96,672.38,336.19,1008.58,672.38,1344.77,672.38,1344.77,1344.77,1008.58,1008.58,672.38,672.38,Commissioning of wind turbines 17,98905.21
C2012-08_447,2014-04-06T06:00:00+00:00,80.0,64000.0,0.0,0.0,0.0,1958.4,2017.15,1344.77,672.38,672.38,336.19,1008.58,0.0,1344.77,1344.77,672.38,672.38,1008.58,672.38,1680.96,1344.77,1008.58,672.38,1008.58,1680.96,1344.77,1680.96,672.38,336.19,1008.58,672.38,1344.77,672.38,1344.77,1344.77,1008.58,1008.58,672.38,672.38,Commissioning of wind turbines 18,98905.21
C2012-08_448,2014-04-18T07:00:00+00:00,80.0,64000.0,0.0,0.0,0.0,1958.4,2017.15,1344.77,672.38,672.38,336.19,1008.58,0.0,1344.77,1344.77,672.38,672.38,1008.58,672.38,1680.96,1344.77,1008.58,672.38,1008.58,1680.96,1344.77,1680.96,672.38,336.19,1008.58,672.38,1344.77,672.38,1344.77,1344.77,1008.58,1008.58,672.38,672.38,Commissioning of wind turbines 19,98905.21
C2012-08_449,2014-04-23T07:00:00+00:00,80.0,64000.0,0.0,0.0,0.0,1958.4,2017.15,1344.77,672.38,672.38,336.19,1008.58,0.0,1344.77,1344.77,672.38,672.38,1008.58,672.38,1680.96,1344.77,1008.58,672.38,1008.58,1680.96,1344.77,1680.96,672.38,336.19,1008.58,672.38,1344.77,672.38,1344.77,1344.77,1008.58,1008.58,672.38,672.38,Commissioning of wind turbines 20,98905.21
C2012-08_450,2014-04-28T07:00:00+00:00,80.0,64000.0,0.0,0.0,0.0,1958.4,2017.15,1344.77,672.38,672.38,336.19,1008.58,0.0,1344.77,1344.77,672.38,672.38,1008.58,672.38,1680.96,1344.77,1008.58,672.38,1008.58,1680.96,1344.77,1680.96,672.38,336.19,1008.58,672.38,1344.77,672.38,1344.77,1344.77,1008.58,1008.58,672.38,672.38,Commissioning of wind turbines 21,98905.21
C2012-08_451,2014-05-03T07:00:00+00:00,80.0,64000.0,0.0,0.0,0.0,1958.4,2017.15,1344.77,672.38,672.38,336.19,1008.58,0.0,1344.77,1344.77,672.38,672.38,1008.58,672.38,1680.96,1344.77,1008.58,672.38,1008.58,1680.96,1344.77,1680.96,672.38,336.19,1008.58,672.38,1344.77,672.38,1344.77,1344.77,1008.58,1008.58,672.38,672.38,Commissioning of wind turbines 22,98905.21
C2012-08_452,2014-05-08T07:00:00+00:00,80.0,64000.0,0.0,0.0,0.0,1958.4,2017.15,1344.77,672.38,672.38,336.19,1008.58,0.0,1344.77,1344.77,672.38,672.38,1008.58,672.38,1680.96,1344.77,1008.58,672.38,1008.58,1680.96,1344.77,1680.96,672.38,336.19,1008.58,672.38,1344.77,672.38,1344.77,1344.77,1008.58,1008.58,672.38,672.38,Commissioning of wind turbines 23,98905.21
C2012-08_453,2014-04-13T07:00:00+00:00,80.0,64000.0,0.0,0.0,0.0,1958.4,2017.15,1344.77,672.38,672.38,336.19,1008.58,0.0,1344.77,1344.77,672.38,672.38,1008.58,672.38,1680.96,1344.77,1008.58,672.38,1008.58,1680.96,1344.77,1680.96,672.38,336.19,1008.58,672.38,1344.77,672.38,1344.77,1344.77,1008.58,1008.58,672.38,672.38,Commissioning of wind turbines 24,98905.21
C2012-08_406,2014-01-16T06:00:00+00:00,80.0,12800.0,0.0,0.0,0.0,391.68,403.43,268.95,134.48,134.48,67.24,201.72,0.0,268.95,268.95,134.48,134.48,201.72,134.48,336.19,268.95,201.72,134.48,201.72,336.19,268.95,336.19,134.48,67.24,201.72,134.48,268.95,134.48,268.95,268.95,201.72,201.72,134.48,134.48,Reliability tests 1,19781.08
C2012-08_407,2014-01-21T06:00:00+00:00,80.0,12800.0,0.0,0.0,0.0,391.68,403.43,268.95,134.48,134.48,67.24,201.72,0.0,268.95,268.95,134.48,134.48,201.72,134.48,336.19,268.95,201.72,134.48,201.72,336.19,268.95,336.19,134.48,67.24,201.72,134.48,268.95,134.48,268.95,268.95,201.72,201.72,134.48,134.48,Reliability tests 2,19781.08
C2012-08_408,2014-01-26T06:00:00+00:00,80.0,12800.0,0.0,0.0,0.0,391.68,403.43,268.95,134.48,134.48,67.24,201.72,0.0,268.95,268.95,134.48,134.48,201.72,134.48,336.19,268.95,201.72,134.48,201.72,336.19,268.95,336.19,134.48,67.24,201.72,134.48,268.95,134.48,268.95,268.95,201.72,201.72,134.48,134.48,Reliability tests 3,19781.08
C2012-08_409,2014-01-31T06:00:00+00:00,80.0,12800.0,0.0,0.0,0.0,391.68,403.43,268.95,134.48,134.48,67.24,201.72,0.0,268.95,268.95,134.48,134.48,201.72,134.48,336.19,268.95,201.72,134.48,201.72,336.19,268.95,336.19,134.48,67.24,201.72,134.48,268.95,134.48,268.95,268.95,201.72,201.72,134.48,134.48,Reliability tests 4,19781.08
C2012-08_410,2014-02-05T06:00:00+00:00,80.0,12800.0,0.0,0.0,0.0,391.68,403.43,268.95,134.48,134.48,67.24,201.72,0.0,268.95,268.95,134.48,134.48,201.72,134.48,336.19,268.95,201.72,134.48,201.72,336.19,268.95,336.19,134.48,67.24,201.72,134.48,268.95,134.48,268.95,268.95,201.72,201.72,134.48,134.48,Reliability tests 5,19781.08
C2012-08_411,2014-02-10T06:00:00+00:00,80.0,12800.0,0.0,0.0,0.0,391.68,403.43,268.95,134.48,134.48,67.24,201.72,0.0,268.95,268.95,134.48,134.48,201.72,134.48,336.19,268.95,201.72,134.48,201.72,336.19,268.95,336.19,134.48,67.24,201.72,134.48,268.95,134.48,268.95,268.95,201.72,201.72,134.48,134.48,Reliability tests 6,19781.08
